series_id,surface
1148,concrete
1149,fine_concrete
1150,concrete
1151,wood
1152,concrete
1153,concrete
1154,concrete
1155,soft_pvc
1156,concrete
1157,fine_concrete
1158,soft_pvc
1159,wood
1160,wood
1161,wood
1162,concrete
1163,wood
1164,wood
1165,wood
1166,concrete
1167,concrete
1168,soft_pvc
1169,concrete
1170,wood
1171,fine_concrete
1172,tiled
1173,tiled
1174,soft_pvc
1175,soft_pvc
1176,tiled
1177,soft_tiles
1178,concrete
1179,soft_tiles
1180,fine_concrete
1181,tiled
1182,wood
1183,wood
1184,concrete
1185,soft_tiles
1186,soft_tiles
1187,concrete
1188,soft_tiles
1189,soft_pvc
1190,concrete
1191,fine_concrete
1192,soft_pvc
1193,soft_pvc
1194,soft_pvc
1195,wood
1196,soft_pvc
1197,concrete
1198,wood
1199,soft_tiles
1200,tiled
1201,wood
1202,tiled
1203,hard_tiles_large_space
1204,fine_concrete
1205,concrete
1206,tiled
1207,concrete
1208,concrete
1209,fine_concrete
1210,soft_pvc
1211,concrete
1212,concrete
1213,soft_pvc
1214,soft_tiles
1215,concrete
1216,wood
1217,tiled
1218,soft_pvc
1219,soft_tiles
1220,wood
1221,wood
1222,concrete
1223,concrete
1224,concrete
1225,wood
1226,concrete
1227,concrete
1228,wood
1229,concrete
1230,concrete
1231,concrete
1232,concrete
1233,soft_pvc
1234,fine_concrete
1235,tiled
1236,wood
1237,wood
1238,soft_pvc
1239,soft_pvc
1240,wood
1241,soft_pvc
1242,concrete
1243,tiled
1244,tiled
1245,concrete
1246,wood
1247,concrete
1248,concrete
1249,wood
1250,soft_tiles
1251,wood
1252,concrete
1253,soft_pvc
1254,wood
1255,soft_tiles
1256,concrete
1257,tiled
1258,fine_concrete
1259,concrete
1260,soft_pvc
1261,wood
1262,concrete
1263,wood
1264,wood
1265,concrete
1266,wood
1267,concrete
1268,hard_tiles_large_space
1269,soft_pvc
1270,wood
1271,tiled
1272,concrete
1273,fine_concrete
1274,tiled
1275,soft_pvc
1276,fine_concrete
1277,tiled
1278,soft_pvc
1279,concrete
1280,concrete
1281,fine_concrete
1282,wood
1283,concrete
1284,wood
1285,concrete
1286,fine_concrete
1287,concrete
1288,fine_concrete
1289,concrete
1290,fine_concrete
1291,hard_tiles_large_space
1292,concrete
1293,soft_pvc
1294,fine_concrete
1295,wood
1296,soft_pvc
1297,soft_pvc
1298,concrete
1299,wood
1300,soft_tiles
1301,soft_pvc
1302,concrete
1303,fine_concrete
1304,concrete
1305,wood
1306,concrete
1307,concrete
1308,soft_pvc
1309,soft_tiles
1310,concrete
1311,wood
1312,soft_pvc
1313,tiled
1314,wood
1315,wood
1316,soft_tiles
1317,concrete
1318,tiled
1319,concrete
1320,fine_concrete
1321,soft_pvc
1322,concrete
1323,hard_tiles_large_space
1324,wood
1325,concrete
1326,concrete
1327,soft_pvc
1328,concrete
1329,soft_pvc
1330,concrete
1331,tiled
1332,tiled
1333,wood
1334,wood
1335,soft_pvc
1336,concrete
1337,concrete
1338,hard_tiles_large_space
1339,wood
1340,soft_pvc
1341,concrete
1342,wood
1343,tiled
1344,soft_pvc
1345,wood
1346,tiled
1347,concrete
1348,soft_pvc
1349,fine_concrete
1350,concrete
1351,wood
1352,tiled
1353,concrete
1354,concrete
1355,wood
1356,tiled
1357,concrete
1358,soft_tiles
1359,fine_concrete
1360,fine_concrete
1361,wood
1362,soft_pvc
1363,soft_tiles
1364,concrete
1365,concrete
1366,concrete
1367,concrete
1368,concrete
1369,concrete
1370,soft_tiles
1371,fine_concrete
1372,tiled
1373,fine_concrete
1374,soft_pvc
1375,concrete
1376,wood
1377,soft_tiles
1378,concrete
1379,concrete
1380,wood
1381,soft_pvc
1382,tiled
1383,concrete
1384,soft_pvc
1385,wood
1386,soft_pvc
1387,concrete
1388,soft_pvc
1389,concrete
1390,hard_tiles_large_space
1391,soft_pvc
1392,hard_tiles_large_space
1393,soft_tiles
1394,soft_pvc
1395,concrete
1396,wood
1397,soft_pvc
1398,soft_pvc
1399,wood
1400,soft_tiles
1401,soft_pvc
1402,wood
1403,wood
1404,soft_tiles
1405,concrete
1406,concrete
1407,soft_pvc
1408,fine_concrete
1409,wood
1410,soft_pvc
1411,tiled
1412,tiled
1413,soft_tiles
1414,concrete
1415,wood
1416,fine_concrete
1417,concrete
1418,hard_tiles_large_space
1419,soft_pvc
1420,soft_pvc
1421,fine_concrete
1422,fine_concrete
1423,soft_tiles
1424,wood
1425,concrete
1426,tiled
1427,soft_pvc
1428,wood
1429,fine_concrete
1430,tiled
1431,concrete
1432,soft_tiles
1433,wood
1434,concrete
1435,soft_tiles
1436,concrete
1437,wood
1438,soft_pvc
1439,concrete
1440,concrete
1441,soft_tiles
1442,fine_concrete
1443,tiled
1444,soft_pvc
1445,tiled
1446,concrete
1447,wood
1448,tiled
1449,concrete
1450,concrete
1451,wood
1452,wood
1453,soft_pvc
1454,concrete
1455,wood
1456,tiled
1457,hard_tiles_large_space
1458,concrete
1459,concrete
1460,concrete
1461,concrete
1462,soft_tiles
1463,concrete
1464,soft_pvc
1465,concrete
1466,wood
1467,wood
1468,concrete
1469,wood
1470,soft_pvc
1471,concrete
1472,concrete
1473,concrete
1474,hard_tiles_large_space
1475,concrete
1476,soft_pvc
1477,tiled
1478,fine_concrete
1479,wood
1480,concrete
1481,soft_pvc
1482,soft_pvc
1483,hard_tiles_large_space
1484,hard_tiles_large_space
1485,wood
1486,wood
1487,tiled
1488,soft_pvc
1489,fine_concrete
1490,wood
1491,hard_tiles_large_space
1492,concrete
1493,concrete
1494,concrete
1495,soft_pvc
1496,soft_pvc
1497,soft_pvc
1498,wood
1499,concrete
1500,fine_concrete
1501,fine_concrete
1502,concrete
1503,fine_concrete
1504,wood
1505,tiled
1506,wood
1507,concrete
1508,hard_tiles_large_space
1509,concrete
1510,wood
1511,soft_tiles
1512,wood
1513,concrete
1514,soft_tiles
1515,soft_pvc
1516,tiled
1517,soft_tiles
1518,tiled
1519,concrete
1520,wood
1521,tiled
1522,fine_concrete
1523,soft_pvc
1524,concrete
1525,soft_tiles
1526,wood
1527,soft_pvc
1528,concrete
1529,wood
1530,soft_tiles
1531,wood
1532,soft_tiles
1533,soft_pvc
1534,wood
1535,wood
1536,soft_pvc
1537,concrete
1538,wood
1539,wood
1540,fine_concrete
1541,soft_tiles
1542,concrete
1543,soft_pvc
1544,tiled
1545,soft_pvc
1546,soft_pvc
1547,soft_pvc
1548,tiled
1549,soft_pvc
1550,hard_tiles_large_space
1551,wood
1552,fine_concrete
1553,concrete
1554,tiled
1555,soft_pvc
1556,soft_pvc
1557,hard_tiles_large_space
1558,concrete
1559,tiled
1560,concrete
1561,soft_pvc
1562,soft_pvc
1563,soft_tiles
1564,concrete
1565,soft_pvc
1566,wood
1567,tiled
1568,soft_pvc
1569,tiled
1570,concrete
1571,soft_pvc
1572,concrete
1573,soft_tiles
1574,wood
1575,tiled
1576,soft_pvc
1577,soft_pvc
1578,soft_pvc
1579,concrete
1580,concrete
1581,concrete
1582,fine_concrete
1583,wood
1584,wood
1585,concrete
1586,concrete
1587,soft_pvc
1588,wood
1589,tiled
1590,soft_pvc
1591,concrete
1592,wood
1593,soft_pvc
1594,wood
1595,soft_tiles
1596,wood
1597,soft_pvc
1598,wood
1599,soft_pvc
1600,wood
1601,tiled
1602,fine_concrete
1603,tiled
1604,concrete
1605,tiled
1606,concrete
1607,soft_tiles
1608,concrete
1609,tiled
1610,wood
1611,wood
1612,concrete
1613,soft_tiles
1614,fine_concrete
1615,wood
1616,soft_pvc
1617,soft_tiles
1618,wood
1619,soft_tiles
1620,soft_pvc
1621,concrete
1622,wood
1623,fine_concrete
1624,concrete
1625,concrete
1626,soft_tiles
1627,concrete
1628,fine_concrete
1629,concrete
1630,wood
1631,concrete
1632,wood
1633,concrete
1634,concrete
1635,wood
1636,concrete
1637,wood
1638,tiled
1639,wood
1640,hard_tiles_large_space
1641,concrete
1642,soft_pvc
1643,wood
1644,wood
1645,soft_pvc
1646,wood
1647,wood
1648,fine_concrete
1649,concrete
1650,soft_tiles
1651,tiled
1652,wood
1653,concrete
1654,concrete
1655,concrete
1656,wood
1657,soft_pvc
1658,soft_tiles
1659,fine_concrete
1660,soft_pvc
1661,concrete
1662,wood
1663,concrete
1664,wood
1665,tiled
1666,soft_tiles
1667,soft_pvc
1668,concrete
1669,concrete
1670,tiled
1671,hard_tiles_large_space
1672,soft_pvc
1673,concrete
1674,fine_concrete
1675,concrete
1676,soft_pvc
1677,fine_concrete
1678,fine_concrete
1679,soft_tiles
1680,concrete
1681,hard_tiles_large_space
1682,fine_concrete
1683,wood
1684,fine_concrete
1685,concrete
1686,wood
1687,tiled
1688,tiled
1689,soft_pvc
1690,concrete
1691,concrete
1692,soft_tiles
1693,hard_tiles_large_space
1694,concrete
1695,concrete
1696,soft_pvc
1697,hard_tiles_large_space
1698,wood
1699,concrete
1700,concrete
1701,concrete
1702,concrete
1703,fine_concrete
1704,concrete
1705,wood
1706,wood
1707,soft_pvc
1708,concrete
1709,concrete
1710,wood
1711,wood
1712,hard_tiles_large_space
1713,tiled
1714,concrete
1715,wood
1716,soft_pvc
1717,tiled
1718,concrete
1719,concrete
1720,soft_tiles
1721,wood
1722,wood
1723,hard_tiles_large_space
1724,soft_tiles
1725,soft_pvc
1726,concrete
1727,concrete
1728,fine_concrete
1729,concrete
1730,hard_tiles_large_space
1731,wood
1732,soft_tiles
1733,concrete
1734,concrete
1735,concrete
1736,concrete
1737,concrete
1738,concrete
1739,soft_tiles
1740,soft_tiles
1741,wood
1742,hard_tiles_large_space
1743,hard_tiles_large_space
1744,wood
1745,soft_pvc
1746,hard_tiles_large_space
1747,fine_concrete
1748,wood
1749,wood
1750,wood
1751,concrete
1752,concrete
1753,soft_pvc
1754,wood
1755,concrete
1756,wood
1757,concrete
1758,wood
1759,concrete
1760,concrete
1761,concrete
1762,hard_tiles_large_space
1763,concrete
1764,soft_pvc
1765,soft_pvc
1766,fine_concrete
1767,hard_tiles_large_space
1768,concrete
1769,soft_pvc
1770,tiled
1771,concrete
1772,concrete
1773,wood
1774,wood
1775,concrete
1776,concrete
1777,concrete
1778,soft_pvc
1779,fine_concrete
1780,wood
1781,wood
1782,wood
1783,concrete
1784,concrete
1785,wood
1786,wood
1787,concrete
1788,wood
1789,wood
1790,wood
1791,soft_pvc
1792,soft_pvc
1793,soft_pvc
1794,concrete
1795,tiled
1796,concrete
1797,soft_pvc
1798,concrete
1799,concrete
1800,concrete
1801,concrete
1802,concrete
1803,tiled
1804,soft_pvc
1805,concrete
1806,concrete
1807,wood
1808,concrete
1809,concrete
1810,concrete
1811,concrete
1812,soft_tiles
1813,wood
1814,concrete
1815,concrete
1816,soft_tiles
1817,concrete
1818,wood
1819,concrete
1820,concrete
1821,fine_concrete
1822,fine_concrete
1823,soft_pvc
1824,concrete
1825,hard_tiles_large_space
1826,concrete
1827,wood
1828,hard_tiles_large_space
1829,soft_pvc
1830,concrete
1831,concrete
1832,soft_pvc
1833,concrete
1834,soft_pvc
1835,hard_tiles_large_space
1836,wood
1837,wood
1838,wood
1839,concrete
1840,wood
1841,concrete
1842,tiled
1843,soft_pvc
1844,concrete
1845,tiled
